model,frame,decode_ms,infer_ms,track_ms,pipeline_ms,fps_proc,num_det_vehicle,mean_score_vehicle,frames_no_det,active_tracks,in_running,out_running,unique_ids,id_switches,segment
Mask R-CNN,987,0.74,2316.28,2.42,2319.44,0.43,17,0.6792,0,15,8,11,184,36,middle
Mask R-CNN,988,0.69,2353.68,2.03,2356.41,0.42,14,0.7451,0,14,8,12,184,36,middle
Mask R-CNN,989,0.73,2454.31,2.01,2457.05,0.41,18,0.6719,0,14,8,12,184,36,middle
Mask R-CNN,990,0.73,2479.85,2.52,2483.1,0.4,16,0.7027,0,15,8,12,184,36,middle
Mask R-CNN,991,0.69,2441.93,2.19,2444.82,0.41,15,0.7173,0,14,8,12,184,36,middle
Mask R-CNN,992,0.72,2352.46,2.3,2355.48,0.42,16,0.7463,0,14,8,12,184,36,middle
Mask R-CNN,993,0.72,2321.89,2.2,2324.81,0.43,18,0.7024,0,16,8,12,184,37,middle
Mask R-CNN,994,0.71,2364.67,2.17,2367.56,0.42,18,0.7176,0,16,8,12,184,37,middle
Mask R-CNN,995,0.71,2351.08,2.05,2353.84,0.42,18,0.7102,0,18,8,12,185,37,middle
Mask R-CNN,996,0.73,2321.48,2.28,2324.48,0.43,18,0.7144,0,16,8,12,185,37,middle
Mask R-CNN,997,0.68,2449.72,2.27,2452.67,0.41,19,0.6842,0,16,8,12,185,37,middle
Mask R-CNN,998,0.7,2440.94,2.19,2443.83,0.41,18,0.7023,0,17,8,12,186,37,middle
Mask R-CNN,999,0.71,2387.85,2.27,2390.83,0.42,17,0.7283,0,16,8,12,186,37,middle
Mask R-CNN,1000,0.79,2380.89,2.3,2383.98,0.42,21,0.6676,0,16,8,12,186,37,middle
Mask R-CNN,1001,0.67,2405.73,2.31,2408.71,0.42,17,0.7204,0,17,8,12,186,37,middle
Mask R-CNN,1002,0.72,2374.02,2.03,2376.76,0.42,15,0.7685,0,15,8,12,186,37,middle
Mask R-CNN,1003,0.69,2338.57,2.45,2341.71,0.43,16,0.7412,0,15,8,12,186,37,middle
Mask R-CNN,1004,0.77,2460.96,2.45,2464.19,0.41,19,0.6765,0,15,8,12,186,37,middle
Mask R-CNN,1005,0.77,2467.42,2.42,2470.6,0.4,18,0.7033,0,16,8,12,186,37,middle
Mask R-CNN,1006,0.68,2423.61,2.27,2426.56,0.41,19,0.6923,0,17,8,12,187,37,middle
Mask R-CNN,1007,0.7,2363.49,2.39,2366.58,0.42,17,0.6999,0,16,8,12,187,37,middle
Mask R-CNN,1008,0.67,2395.51,1.93,2398.11,0.42,15,0.7533,0,15,8,12,187,37,middle
Mask R-CNN,1009,0.66,2439.96,2.25,2442.87,0.41,17,0.7086,0,15,8,12,187,37,middle
Mask R-CNN,1010,0.76,2523.63,1.99,2526.37,0.4,14,0.7725,0,14,8,12,187,37,middle
Mask R-CNN,1011,0.71,2418.94,1.97,2421.62,0.41,15,0.7615,0,13,8,12,187,37,middle
Mask R-CNN,1012,0.76,2392.83,2.16,2395.74,0.42,15,0.7532,0,15,8,12,187,37,middle
Mask R-CNN,1013,0.68,2353.01,2.11,2355.8,0.42,15,0.7414,0,15,8,12,187,37,middle
Mask R-CNN,1014,0.68,2392.91,2.26,2395.85,0.42,15,0.7396,0,14,8,12,187,37,middle
Mask R-CNN,1015,0.71,2353.53,2.02,2356.26,0.42,15,0.7547,0,14,8,12,187,37,middle
Mask R-CNN,1016,0.7,2368.22,2.12,2371.05,0.42,16,0.7273,0,15,8,12,187,37,middle
Mask R-CNN,1017,0.77,2432.74,2.37,2435.88,0.41,16,0.7219,0,16,8,12,187,37,middle
Mask R-CNN,1018,0.75,2461.08,2.04,2463.88,0.41,15,0.7618,0,15,8,12,187,37,middle
Mask R-CNN,1019,0.73,2323.33,2.43,2326.48,0.43,16,0.7289,0,15,8,12,187,37,middle
Mask R-CNN,1020,0.67,2338.39,2.05,2341.11,0.43,15,0.765,0,14,8,12,187,37,middle
Mask R-CNN,1021,0.71,2417.01,2.2,2419.92,0.41,16,0.7282,0,15,8,12,187,37,middle
Mask R-CNN,1022,0.67,2502.14,9.01,2511.82,0.4,18,0.693,0,13,8,12,187,37,middle
Mask R-CNN,1023,0.89,2367.07,2.4,2370.36,0.42,19,0.6671,0,16,8,12,188,38,middle
Mask R-CNN,1024,0.76,2371.42,2.26,2374.45,0.42,19,0.6819,0,18,8,12,188,38,middle
Mask R-CNN,1025,0.73,2391.08,2.19,2394.01,0.42,19,0.6815,0,19,8,12,189,38,middle
Mask R-CNN,1026,0.69,2321.7,2.24,2324.63,0.43,19,0.6683,0,17,8,12,189,38,middle
Mask R-CNN,1027,0.68,2389.04,2.28,2392.0,0.42,17,0.6855,0,17,8,12,189,38,end
Mask R-CNN,1028,0.68,2288.72,2.39,2291.8,0.44,18,0.6667,0,17,8,12,189,38,end
Mask R-CNN,1029,0.73,2363.71,2.14,2366.58,0.42,18,0.6734,0,17,8,12,189,38,end
Mask R-CNN,1030,0.67,2270.23,2.32,2273.22,0.44,18,0.6645,0,17,8,12,189,38,end
Mask R-CNN,1031,0.68,2390.0,2.2,2392.88,0.42,17,0.6763,0,17,8,12,189,38,end
Mask R-CNN,1032,0.73,2364.97,2.33,2368.03,0.42,17,0.6718,0,17,8,12,189,38,end
Mask R-CNN,1033,0.74,2333.3,2.27,2336.31,0.43,17,0.6802,0,16,8,12,189,38,end
Mask R-CNN,1034,0.71,2329.7,2.42,2332.83,0.43,16,0.705,0,15,8,12,190,38,end
Mask R-CNN,1035,0.74,2285.55,2.3,2288.59,0.44,17,0.7065,0,14,8,12,190,38,end
Mask R-CNN,1036,0.66,2287.57,2.75,2290.98,0.44,18,0.6987,0,17,8,12,191,38,end
Mask R-CNN,1037,0.67,2275.29,2.36,2278.32,0.44,17,0.7017,0,17,8,13,191,38,end
Mask R-CNN,1038,0.69,2284.39,2.29,2287.38,0.44,17,0.7154,0,16,8,13,191,38,end
Mask R-CNN,1039,0.66,2298.04,1.91,2300.6,0.43,15,0.7533,0,15,8,13,191,38,end
Mask R-CNN,1040,0.71,2292.8,1.93,2295.44,0.44,16,0.736,0,14,8,13,191,38,end
Mask R-CNN,1041,0.76,2339.84,2.16,2342.77,0.43,17,0.7368,0,16,8,13,192,38,end
Mask R-CNN,1042,0.82,2358.41,2.21,2361.44,0.42,17,0.7199,0,17,8,13,192,38,end
Mask R-CNN,1043,0.67,2310.3,2.24,2313.21,0.43,19,0.6907,0,17,8,13,192,38,end
Mask R-CNN,1044,0.69,2277.71,2.26,2280.66,0.44,19,0.6868,0,17,8,14,192,38,end
Mask R-CNN,1045,0.68,2355.78,2.77,2359.23,0.42,20,0.6712,0,19,8,14,193,38,end
Mask R-CNN,1046,0.77,2453.12,2.7,2456.58,0.41,20,0.6733,0,20,8,14,193,38,end
Mask R-CNN,1047,0.69,2304.22,2.19,2307.1,0.43,19,0.664,0,19,8,14,193,38,end
Mask R-CNN,1048,1.58,2303.31,2.45,2307.34,0.43,20,0.6603,0,19,8,14,193,38,end
Mask R-CNN,1049,0.69,2277.43,2.32,2280.44,0.44,20,0.6457,0,20,8,14,193,38,end
Mask R-CNN,1050,0.71,2311.62,2.28,2314.61,0.43,19,0.6838,0,19,8,14,193,38,end
Mask R-CNN,1051,0.73,2332.01,2.15,2334.89,0.43,18,0.6633,0,18,8,14,193,38,end
Mask R-CNN,1052,0.68,2312.16,2.27,2315.11,0.43,17,0.6702,0,17,8,14,193,38,end
Mask R-CNN,1053,0.72,2343.69,2.29,2346.7,0.43,19,0.6393,0,16,8,14,193,38,end
Mask R-CNN,1054,0.7,2347.54,1.97,2350.21,0.43,17,0.6885,0,16,8,14,193,38,end
Mask R-CNN,1055,0.79,2325.23,2.08,2328.1,0.43,18,0.6573,0,17,8,14,194,38,end
Mask R-CNN,1056,0.67,2329.68,1.74,2332.09,0.43,13,0.6782,0,11,8,14,194,38,end
Mask R-CNN,1057,0.73,2361.79,1.82,2364.34,0.42,13,0.7155,0,11,8,14,195,38,end
Mask R-CNN,1058,0.71,2354.61,1.82,2357.14,0.42,13,0.6966,0,12,8,14,195,38,end
Mask R-CNN,1059,0.66,2431.09,1.68,2433.43,0.41,16,0.6417,0,10,8,14,195,38,end
Mask R-CNN,1060,0.65,2505.27,1.92,2507.85,0.4,17,0.6598,0,14,8,14,195,38,end
Mask R-CNN,1061,0.76,2384.23,2.22,2387.21,0.42,18,0.6472,0,16,8,14,195,38,end
Mask R-CNN,1062,0.68,2417.89,2.17,2420.74,0.41,18,0.6216,0,16,8,14,195,38,end
